#,Date-Time (MST/MDT),Ch: 1 - Temperature   (°C ),Ch: 2 - RH   (%),Dew Point   (°C ),Host Connected,End of File
9488,10/27/2022 09:17:38,-2.03,88.53,-3.67,,
9489,10/27/2022 09:20:38,-2.13,87.80,-3.88,,
9490,10/27/2022 09:23:38,-1.93,89.79,-3.39,,
9491,10/27/2022 09:26:38,-1.90,86.43,-3.87,,
9492,10/27/2022 09:29:38,-2.07,87.37,-3.89,,
9493,10/27/2022 09:32:38,-1.71,87.46,-3.52,,
9494,10/27/2022 09:35:38,-1.55,86.02,-3.58,,
9495,10/27/2022 09:38:38,-1.23,84.54,-3.50,,
9496,10/27/2022 09:41:38,-1.01,83.18,-3.50,,
9497,10/27/2022 09:44:38,-1.00,83.49,-3.44,,
9498,10/27/2022 09:47:38,-1.01,84.16,-3.35,,
9499,10/27/2022 09:50:38,-0.97,83.94,-3.34,,
9500,10/27/2022 09:53:38,-0.71,83.60,-3.14,,
9501,10/27/2022 09:56:38,-0.50,82.20,-3.16,,
9502,10/27/2022 09:59:38,-0.71,82.15,-3.38,,
9503,10/27/2022 10:02:38,-1.03,82.94,-3.56,,
9504,10/27/2022 10:05:38,-1.16,85.41,-3.30,,
9505,10/27/2022 10:08:38,-1.31,85.57,-3.42,,
9506,10/27/2022 10:11:38,-1.41,85.92,-3.46,,
9507,10/27/2022 10:14:38,-1.53,86.25,-3.53,,
9508,10/27/2022 10:17:38,-1.68,86.35,-3.66,,
9509,10/27/2022 10:20:38,-1.78,87.84,-3.53,,
9510,10/27/2022 10:23:38,-1.80,87.96,-3.54,,
9511,10/27/2022 10:26:38,-1.77,88.21,-3.47,,
9512,10/27/2022 10:29:38,-1.64,88.49,-3.30,,
9513,10/27/2022 10:32:38,-1.54,88.17,-3.24,,
9514,10/27/2022 10:35:38,-1.56,86.68,-3.49,,
9515,10/27/2022 10:38:38,-1.59,87.01,-3.47,,
9516,10/27/2022 10:41:38,-1.77,87.04,-3.65,,
9517,10/27/2022 10:44:38,-1.77,87.78,-3.53,,
9518,10/27/2022 10:47:38,-1.92,87.31,-3.75,,
9519,10/27/2022 10:50:38,-1.95,87.93,-3.69,,
9520,10/27/2022 10:53:38,-1.94,88.74,-3.56,,
9521,10/27/2022 10:56:38,-1.95,89.29,-3.49,,
9522,10/27/2022 10:59:38,-2.06,88.99,-3.64,,
9523,10/27/2022 11:02:38,-2.10,89.85,-3.55,,
9524,10/27/2022 11:05:38,-2.04,90.28,-3.42,,
9525,10/27/2022 11:08:38,-1.99,91.38,-3.21,,
9526,10/27/2022 11:11:38,-2.02,91.15,-3.28,,
9527,10/27/2022 11:14:38,-1.85,91.54,-3.05,,
9528,10/27/2022 11:17:38,-1.89,91.07,-3.16,,
9529,10/27/2022 11:20:38,-1.84,90.38,-3.21,,
9530,10/27/2022 11:23:38,-1.75,90.90,-3.05,,
9531,10/27/2022 11:26:38,-1.73,90.87,-3.03,,
9532,10/27/2022 11:29:38,-1.53,91.65,-2.71,,
9533,10/27/2022 11:32:38,-1.27,90.67,-2.60,,
9534,10/27/2022 11:35:38,-0.76,90.71,-2.10,,
9535,10/27/2022 11:38:38,-0.40,87.53,-2.22,,
9536,10/27/2022 11:41:38,-0.08,85.87,-2.16,,
9537,10/27/2022 11:44:38,-0.45,83.99,-2.83,,
9538,10/27/2022 11:47:38,-0.50,84.46,-2.79,,
9539,10/27/2022 11:50:38,-0.76,84.60,-3.03,,
9540,10/27/2022 11:53:38,-0.80,86.13,-2.83,,
9541,10/27/2022 11:56:38,-0.99,87.36,-2.83,,
9542,10/27/2022 11:59:38,-1.10,88.24,-2.80,,
9543,10/27/2022 12:02:38,-1.57,90.49,-2.93,,
9544,10/27/2022 12:05:38,-1.79,92.85,-2.80,,
9545,10/27/2022 12:08:38,-2.04,93.77,-2.92,,
9546,10/27/2022 12:11:38,-2.16,94.48,-2.93,,
9547,10/27/2022 12:14:38,-2.02,94.83,-2.74,,
9548,10/27/2022 12:17:38,-1.59,95.16,-2.27,,
9549,10/27/2022 12:20:38,-1.05,94.09,-1.89,,
9550,10/27/2022 12:23:38,-0.13,94.65,-0.89,,
9551,10/27/2022 12:26:38,0.90,91.49,-0.33,,
9552,10/27/2022 12:29:38,1.80,88.62,0.12,,
9553,10/27/2022 12:32:38,2.02,85.17,-0.20,,
9554,10/27/2022 12:35:38,2.32,84.10,-0.08,,
9555,10/27/2022 12:38:38,3.34,81.56,0.49,,
9556,10/27/2022 12:41:38,3.57,80.97,0.61,,
9557,10/27/2022 12:44:38,4.42,68.33,-0.90,,
9558,10/27/2022 12:47:38,4.35,68.87,-0.85,,
9559,10/27/2022 12:50:38,3.10,69.94,-1.85,,
9560,10/27/2022 12:53:38,1.85,76.29,-1.87,,
9561,10/27/2022 12:56:38,1.35,77.44,-2.16,,
9562,10/27/2022 12:59:38,0.93,80.21,-2.09,,
9563,10/27/2022 13:02:38,0.76,81.84,-1.99,,
9564,10/27/2022 13:05:38,0.65,82.55,-1.98,,
9565,10/27/2022 13:08:38,0.87,80.79,-2.06,,
9566,10/27/2022 13:11:38,1.31,80.04,-1.76,,
9567,10/27/2022 13:14:38,1.71,78.20,-1.67,,
9568,10/27/2022 13:17:38,2.54,76.94,-1.09,,
9569,10/27/2022 13:20:38,2.91,77.48,-0.63,,
9570,10/27/2022 13:23:38,2.69,77.19,-0.90,,
9571,10/27/2022 13:26:38,2.47,76.54,-1.22,,
9572,10/27/2022 13:29:38,2.17,76.88,-1.46,,
9573,10/27/2022 13:32:38,2.21,76.73,-1.45,,
9574,10/27/2022 13:35:38,2.19,78.61,-1.14,,
9575,10/27/2022 13:38:38,2.56,74.49,-1.51,,
9576,10/27/2022 13:41:38,2.60,74.18,-1.53,,
9577,10/27/2022 13:44:38,3.13,74.06,-1.04,,
9578,10/27/2022 13:47:38,3.26,73.91,-0.94,,
9579,10/27/2022 13:50:38,3.85,73.66,-0.42,,
9580,10/27/2022 13:53:38,3.69,71.19,-1.04,,
9581,10/27/2022 13:56:38,3.57,72.75,-0.86,,
9582,10/27/2022 13:59:38,3.62,72.56,-0.84,,
9583,10/27/2022 14:02:38,3.75,75.77,-0.12,,
9584,10/27/2022 14:05:38,4.02,73.08,-0.36,,
9585,10/27/2022 14:08:38,3.77,68.77,-1.43,,
9586,10/27/2022 14:11:38,3.11,73.97,-1.08,,
9587,10/27/2022 14:14:38,3.42,72.24,-1.10,,
9588,10/27/2022 14:17:38,2.64,74.44,-1.45,,
9589,10/27/2022 14:20:38,3.32,72.38,-1.17,,
9590,10/27/2022 14:23:38,3.10,70.22,-1.79,,
9591,10/27/2022 14:26:38,3.28,70.70,-1.53,,
9592,10/27/2022 14:29:38,3.86,68.77,-1.35,,
9593,10/27/2022 14:32:38,3.46,70.65,-1.36,,
9594,10/27/2022 14:35:38,3.84,68.44,-1.43,,
9595,10/27/2022 14:38:38,3.89,66.37,-1.80,,
9596,10/27/2022 14:41:38,4.30,67.80,-1.12,,
9597,10/27/2022 14:44:38,4.38,65.66,-1.48,,
9598,10/27/2022 14:47:38,4.82,63.71,-1.47,,
9599,10/27/2022 14:50:38,4.96,63.01,-1.48,,
9600,10/27/2022 14:53:38,5.50,64.99,-0.55,,
9601,10/27/2022 14:56:38,4.87,61.68,-1.86,,
9602,10/27/2022 14:59:38,4.78,61.94,-1.89,,
9603,10/27/2022 15:02:38,4.62,64.31,-1.53,,
9604,10/27/2022 15:05:38,4.45,65.92,-1.36,,
9605,10/27/2022 15:08:38,4.78,62.95,-1.67,,
9606,10/27/2022 15:11:38,4.91,60.65,-2.05,,
9607,10/27/2022 15:14:38,4.80,60.66,-2.15,,
9608,10/27/2022 15:17:38,4.69,61.93,-1.97,,
9609,10/27/2022 15:20:38,4.61,60.95,-2.27,,
9610,10/27/2022 15:23:38,4.75,61.44,-2.03,,
9611,10/27/2022 15:26:38,5.17,60.89,-1.75,,
9612,10/27/2022 15:29:38,5.07,59.93,-2.06,,
9613,10/27/2022 15:32:38,5.47,59.08,-1.88,,
9614,10/27/2022 15:35:38,4.98,61.39,-1.82,,
9615,10/27/2022 15:38:38,4.92,60.80,-2.01,,
9616,10/27/2022 15:41:38,4.65,62.65,-1.86,,
9617,10/27/2022 15:44:38,4.59,60.51,-2.39,,
9618,10/27/2022 15:47:38,4.56,61.26,-2.25,,
9619,10/27/2022 15:50:38,4.53,62.25,-2.06,,
9620,10/27/2022 15:53:38,4.39,62.91,-2.04,,
9621,10/27/2022 15:56:38,4.24,63.25,-2.11,,
9622,10/27/2022 15:59:38,4.21,63.68,-2.05,,
9623,10/27/2022 16:02:38,5.00,62.07,-1.66,,
9624,10/27/2022 16:05:38,4.64,61.00,-2.23,,
9625,10/27/2022 16:08:38,4.22,61.41,-2.53,,
9626,10/27/2022 16:11:38,4.13,61.79,-2.54,,
9627,10/27/2022 16:14:38,3.98,62.78,-2.47,,
9628,10/27/2022 16:17:38,3.64,63.47,-2.64,,
9629,10/27/2022 16:20:38,3.85,64.17,-2.30,,
9630,10/27/2022 16:23:38,3.72,62.51,-2.77,,
9631,10/27/2022 16:26:38,3.62,63.49,-2.65,,
9632,10/27/2022 16:29:38,3.72,64.63,-2.32,,
9633,10/27/2022 16:32:38,4.01,63.46,-2.29,,
9634,10/27/2022 16:35:38,3.58,63.23,-2.75,,
9635,10/27/2022 16:38:38,3.55,64.23,-2.57,,
9636,10/27/2022 16:41:38,3.40,63.48,-2.87,,
9637,10/27/2022 16:44:38,3.10,65.62,-2.71,,
9638,10/27/2022 16:47:38,3.16,66.58,-2.45,,
9639,10/27/2022 16:50:38,3.02,65.18,-2.87,,
9640,10/27/2022 16:53:38,3.13,65.86,-2.63,,
9641,10/27/2022 16:56:38,3.18,65.58,-2.64,,
9642,10/27/2022 16:59:38,3.09,65.18,-2.81,,
9643,10/27/2022 17:02:38,2.78,65.81,-2.98,,
9644,10/27/2022 17:05:38,2.64,66.81,-2.91,,
9645,10/27/2022 17:08:38,2.28,67.95,-3.02,,
9646,10/27/2022 17:11:38,2.34,67.92,-2.98,,
9647,10/27/2022 17:14:38,2.06,68.76,-3.08,,
9648,10/27/2022 17:17:38,1.91,69.49,-3.08,,
9649,10/27/2022 17:20:38,2.06,69.60,-2.91,,
9650,10/27/2022 17:23:38,1.83,70.16,-3.02,,
9651,10/27/2022 17:26:38,1.55,71.08,-3.12,,
9652,10/27/2022 17:29:38,1.26,71.82,-3.26,,
9653,10/27/2022 17:32:38,1.19,72.52,-3.20,,
9654,10/27/2022 17:35:38,0.98,72.65,-3.37,,
9655,10/27/2022 17:38:38,0.57,73.93,-3.54,,
9656,10/27/2022 17:41:38,-0.05,76.53,-3.68,,
9657,10/27/2022 17:44:38,-0.36,78.34,-3.66,,
9658,10/27/2022 17:47:38,-0.50,79.31,-3.64,,
9659,10/27/2022 17:50:38,-0.64,79.56,-3.73,,
9660,10/27/2022 17:53:38,-0.76,80.08,-3.77,,
9661,10/27/2022 17:56:38,-0.80,80.35,-3.76,,
9662,10/27/2022 17:59:38,-0.86,80.70,-3.76,,
9663,10/27/2022 18:02:38,-0.94,80.68,-3.84,,
9664,10/27/2022 18:05:38,-0.96,80.31,-3.92,,
9665,10/27/2022 18:08:38,-1.02,80.69,-3.92,,
9666,10/27/2022 18:11:38,-1.16,81.36,-3.95,,
9667,10/27/2022 18:14:38,-1.17,81.02,-4.01,,
9668,10/27/2022 18:17:38,-1.23,81.15,-4.04,,
9669,10/27/2022 18:20:38,-1.34,81.86,-4.04,,
9670,10/27/2022 18:23:38,-1.44,82.33,-4.06,,
9671,10/27/2022 18:26:38,-1.49,82.31,-4.12,,
9672,10/27/2022 18:29:38,-1.58,82.80,-4.12,,
9673,10/27/2022 18:32:38,-1.71,82.98,-4.22,,
9674,10/27/2022 18:35:38,-1.83,83.67,-4.22,,
9675,10/27/2022 18:38:38,-1.94,84.20,-4.26,,
9676,10/27/2022 18:41:38,-2.14,84.56,-4.39,,
9677,10/27/2022 18:44:38,-2.47,84.61,-4.71,,
9678,10/27/2022 18:47:38,-2.52,86.25,-4.51,,
9679,10/27/2022 18:50:38,-2.58,86.25,-4.56,,
9680,10/27/2022 18:53:38,-2.59,86.44,-4.54,,
9681,10/27/2022 18:56:38,-2.73,86.83,-4.62,,
9682,10/27/2022 18:59:38,-2.73,87.46,-4.52,,
9683,10/27/2022 19:02:38,-2.41,85.82,-4.46,,
9684,10/27/2022 19:05:38,-2.47,85.33,-4.60,,
9685,10/27/2022 19:08:38,-2.63,86.46,-4.58,,
9686,10/27/2022 19:11:38,-2.93,86.74,-4.83,,
9687,10/27/2022 19:14:38,-3.12,88.35,-4.78,,
9688,10/27/2022 19:17:38,-3.20,89.09,-4.75,,
9689,10/27/2022 19:20:38,-3.30,89.66,-4.76,,
9690,10/27/2022 19:23:38,-3.48,89.37,-4.98,,
9691,10/27/2022 19:26:38,-3.78,89.07,-5.32,,
9692,10/27/2022 19:29:38,-4.01,90.34,-5.37,,
9693,10/27/2022 19:32:38,-3.49,90.69,-4.80,,
9694,10/27/2022 19:35:38,-3.01,88.50,-4.64,,
9695,10/27/2022 19:38:38,-3.02,87.11,-4.86,,
9696,10/27/2022 19:41:38,-3.28,87.26,-5.11,,
9697,10/27/2022 19:44:38,-3.58,88.35,-5.24,,
9698,10/27/2022 19:47:38,-3.65,89.13,-5.19,,
9699,10/27/2022 19:50:38,-3.80,89.02,-5.35,,
9700,10/27/2022 19:53:38,-4.12,88.81,-5.70,,
9701,10/27/2022 19:56:38,-4.54,89.30,-6.04,,
9702,10/27/2022 19:59:38,-4.64,91.50,-5.82,,
9703,10/27/2022 20:02:38,-4.94,91.20,-6.16,,
9704,10/27/2022 20:05:38,-4.86,92.93,-5.84,,
9705,10/27/2022 20:08:38,-4.15,93.93,-4.99,,
9706,10/27/2022 20:11:38,-3.91,92.09,-5.01,,
9707,10/27/2022 20:14:38,-4.09,89.41,-5.58,,
9708,10/27/2022 20:17:38,-4.53,88.41,-6.16,,
9709,10/27/2022 20:20:38,-4.88,90.61,-6.19,,
9710,10/27/2022 20:23:38,-5.09,92.18,-6.17,,
9711,10/27/2022 20:26:38,-5.12,93.26,-6.05,,
9712,10/27/2022 20:29:38,-5.30,93.37,-6.21,,
9713,10/27/2022 20:32:38,-5.23,94.09,-6.04,,
9714,10/27/2022 20:35:38,-5.26,94.28,-6.04,,
9715,10/27/2022 20:38:38,-5.20,94.75,-5.93,,
9716,10/27/2022 20:41:38,-5.25,94.71,-5.97,,
9717,10/27/2022 20:44:38,-5.22,94.75,-5.94,,
9718,10/27/2022 20:47:38,-5.25,95.09,-5.92,,
9719,10/27/2022 20:50:38,-5.17,95.28,-5.82,,
9720,10/27/2022 20:53:38,-5.11,95.18,-5.77,,
9721,10/27/2022 20:56:38,-5.12,94.50,-5.87,,
9722,10/27/2022 20:59:38,-5.07,94.06,-5.88,,
9723,10/27/2022 21:02:38,-5.01,93.42,-5.92,,
9724,10/27/2022 21:05:38,-4.75,93.65,-5.63,,
9725,10/27/2022 21:08:38,-4.55,92.57,-5.58,,
9726,10/27/2022 21:11:38,-4.46,91.97,-5.58,,
9727,10/27/2022 21:14:38,-4.35,91.41,-5.54,,
9728,10/27/2022 21:17:38,-4.29,90.72,-5.59,,
9729,10/27/2022 21:20:38,-4.28,90.87,-5.56,,
9730,10/27/2022 21:23:38,-4.30,90.48,-5.64,,
9731,10/27/2022 21:26:38,-4.34,90.48,-5.67,,
9732,10/27/2022 21:29:38,-4.34,90.57,-5.65,,
9733,10/27/2022 21:32:38,-4.40,90.44,-5.74,,
9734,10/27/2022 21:35:38,-4.43,90.75,-5.72,,
9735,10/27/2022 21:38:38,-4.55,90.20,-5.92,,
9736,10/27/2022 21:41:38,-4.69,90.61,-6.00,,
9737,10/27/2022 21:44:38,-4.60,91.47,-5.79,,
9738,10/27/2022 21:47:38,-4.63,91.23,-5.85,,
9739,10/27/2022 21:50:38,-4.65,91.05,-5.89,,
9740,10/27/2022 21:53:38,-4.69,91.32,-5.90,,
9741,10/27/2022 21:56:38,-5.05,90.21,-6.42,,
9742,10/27/2022 21:59:38,-5.61,88.89,-7.16,,
9743,10/27/2022 22:02:38,-5.68,92.67,-6.68,,
9744,10/27/2022 22:05:38,-5.44,94.68,-6.17,,
9745,10/27/2022 22:08:38,-5.45,92.28,-6.52,,
9746,10/27/2022 22:11:38,-5.25,93.55,-6.14,,
9747,10/27/2022 22:14:38,-5.39,91.98,-6.49,,
9748,10/27/2022 22:17:38,-5.46,92.92,-6.44,,
9749,10/27/2022 22:20:38,-5.44,93.61,-6.32,,
9750,10/27/2022 22:23:38,-5.10,94.43,-5.86,,
9751,10/27/2022 22:26:38,-4.75,93.52,-5.65,,
9752,10/27/2022 22:29:38,-4.50,91.84,-5.63,,
9753,10/27/2022 22:32:38,-4.87,89.78,-6.30,,
9754,10/27/2022 22:35:38,-5.14,90.63,-6.44,,
9755,10/27/2022 22:38:38,-5.53,90.55,-6.84,,
9756,10/27/2022 22:41:38,-5.75,91.35,-6.95,,
9757,10/27/2022 22:44:38,-6.07,91.21,-7.28,,
9758,10/27/2022 22:47:38,-6.32,92.27,-7.38,,
9759,10/27/2022 22:50:38,-6.52,91.01,-7.76,,
9760,10/27/2022 22:53:38,-6.85,90.61,-8.13,,
9761,10/27/2022 22:56:38,-6.96,92.27,-8.02,,
9762,10/27/2022 22:59:38,-6.92,93.10,-7.86,,
9763,10/27/2022 23:02:38,-6.73,94.44,-7.48,,
9764,10/27/2022 23:05:38,-6.50,94.70,-7.22,,
9765,10/27/2022 23:08:38,-6.45,94.44,-7.21,,
9766,10/27/2022 23:11:38,-6.49,93.54,-7.37,,
9767,10/27/2022 23:14:38,-6.59,93.21,-7.51,,
9768,10/27/2022 23:17:38,-6.66,93.41,-7.56,,
9769,10/27/2022 23:20:38,-6.80,93.53,-7.68,,
9770,10/27/2022 23:23:38,-6.76,94.55,-7.50,,
9771,10/27/2022 23:26:38,-6.50,95.05,-7.18,,
9772,10/27/2022 23:29:38,-6.17,94.64,-6.90,,
9773,10/27/2022 23:32:38,-6.23,92.70,-7.23,,
9774,10/27/2022 23:35:38,-6.64,91.23,-7.85,,
9775,10/27/2022 23:38:38,-7.01,92.06,-8.09,,
9776,10/27/2022 23:41:38,-7.17,93.21,-8.09,,
9777,10/27/2022 23:44:38,-7.32,93.75,-8.17,,
9778,10/27/2022 23:47:38,-7.24,95.40,-7.87,,
9779,10/27/2022 23:50:38,-7.10,96.03,-7.64,,
9780,10/27/2022 23:53:38,-6.57,96.81,-7.00,,
9781,10/27/2022 23:56:38,-6.32,96.36,-6.82,,
9782,10/27/2022 23:59:38,-6.38,95.73,-6.97,,
9783,10/28/2022 00:02:38,-6.00,96.00,-6.55,,
9784,10/28/2022 00:05:38,-5.71,94.97,-6.40,,
9785,10/28/2022 00:08:38,-5.53,94.19,-6.32,,
9786,10/28/2022 00:11:38,-5.39,93.32,-6.31,,
9787,10/28/2022 00:14:38,-5.26,92.99,-6.22,,
9788,10/28/2022 00:17:38,-5.22,93.03,-6.18,,
9789,10/28/2022 00:20:38,-5.42,91.29,-6.62,,
9790,10/28/2022 00:23:38,-5.56,91.52,-6.73,,
9791,10/28/2022 00:26:38,-5.59,91.82,-6.72,,
9792,10/28/2022 00:29:38,-5.64,92.06,-6.74,,
9793,10/28/2022 00:32:38,-5.57,92.66,-6.58,,
9794,10/28/2022 00:35:38,-5.54,92.81,-6.53,,
9795,10/28/2022 00:38:38,-5.37,93.05,-6.32,,
9796,10/28/2022 00:41:38,-5.30,92.29,-6.37,,
9797,10/28/2022 00:44:38,-5.28,92.34,-6.34,,
9798,10/28/2022 00:47:38,-5.37,89.89,-6.77,,
9799,10/28/2022 00:50:38,-5.43,90.09,-6.81,,
9800,10/28/2022 00:53:38,-5.47,90.50,-6.79,,
9801,10/28/2022 00:56:38,-5.47,90.88,-6.74,,
9802,10/28/2022 00:59:38,-5.45,90.88,-6.71,,
9803,10/28/2022 01:02:38,-5.48,90.40,-6.82,,
9804,10/28/2022 01:05:38,-5.42,90.17,-6.78,,
9805,10/28/2022 01:08:38,-5.41,89.96,-6.80,,
9806,10/28/2022 01:11:38,-5.35,90.48,-6.68,,
9807,10/28/2022 01:14:38,-5.32,90.21,-6.68,,
9808,10/28/2022 01:17:38,-5.25,90.90,-6.51,,
9809,10/28/2022 01:20:38,-5.19,91.15,-6.42,,
9810,10/28/2022 01:23:38,-5.19,91.37,-6.39,,
9811,10/28/2022 01:26:38,-5.16,91.59,-6.33,,
9812,10/28/2022 01:29:38,-5.05,92.05,-6.15,,
9813,10/28/2022 01:32:38,-4.86,91.97,-5.97,,
9814,10/28/2022 01:35:38,-4.65,91.74,-5.79,,
9815,10/28/2022 01:38:38,-4.56,89.92,-5.97,,
9816,10/28/2022 01:41:38,-4.49,90.34,-5.84,,
9817,10/28/2022 01:44:38,-4.43,90.53,-5.76,,
9818,10/28/2022 01:47:38,-4.41,90.39,-5.75,,
9819,10/28/2022 01:50:38,-4.55,89.44,-6.03,,
9820,10/28/2022 01:53:38,-4.64,90.41,-5.97,,
9821,10/28/2022 01:56:38,-4.66,90.09,-6.04,,
9822,10/28/2022 01:59:38,-4.66,90.87,-5.93,,
9823,10/28/2022 02:02:38,-4.68,90.03,-6.07,,
9824,10/28/2022 02:05:38,-4.67,89.95,-6.07,,
9825,10/28/2022 02:08:38,-4.61,90.39,-5.96,,
9826,10/28/2022 02:11:38,-4.58,89.94,-5.99,,
9827,10/28/2022 02:14:38,-4.60,89.73,-6.04,,
9828,10/28/2022 02:17:38,-4.59,89.02,-6.14,,
9829,10/28/2022 02:20:38,-4.60,89.25,-6.11,,
9830,10/28/2022 02:23:38,-4.57,89.02,-6.11,,
9831,10/28/2022 02:26:38,-4.55,88.76,-6.13,,
9832,10/28/2022 02:29:38,-4.58,88.05,-6.27,,
9833,10/28/2022 02:32:38,-4.59,86.95,-6.44,,
9834,10/28/2022 02:35:38,-4.60,88.08,-6.28,,
9835,10/28/2022 02:38:38,-4.55,88.66,-6.15,,
9836,10/28/2022 02:41:38,-4.54,87.97,-6.24,,
9837,10/28/2022 02:44:38,-4.49,87.83,-6.20,,
9838,10/28/2022 02:47:38,-4.46,87.01,-6.31,,
9839,10/28/2022 02:50:38,-4.44,86.90,-6.30,,
9840,10/28/2022 02:53:38,-4.40,86.73,-6.28,,
9841,10/28/2022 02:56:38,-4.37,85.96,-6.37,,
9842,10/28/2022 02:59:38,-4.30,85.93,-6.31,,
9843,10/28/2022 03:02:38,-4.28,86.08,-6.27,,
9844,10/28/2022 03:05:38,-4.28,86.00,-6.28,,
9845,10/28/2022 03:08:38,-4.24,85.79,-6.27,,
9846,10/28/2022 03:11:38,-4.19,85.89,-6.20,,
9847,10/28/2022 03:14:38,-4.14,85.61,-6.20,,
9848,10/28/2022 03:17:38,-4.09,86.20,-6.06,,
9849,10/28/2022 03:20:38,-4.05,85.71,-6.09,,
9850,10/28/2022 03:23:38,-3.97,84.96,-6.13,,
9851,10/28/2022 03:26:38,-3.86,83.72,-6.22,,
9852,10/28/2022 03:29:38,-3.86,83.09,-6.32,,
9853,10/28/2022 03:32:38,-3.83,82.52,-6.37,,
9854,10/28/2022 03:35:38,-3.83,84.78,-6.02,,
9855,10/28/2022 03:38:38,-3.87,84.92,-6.04,,
9856,10/28/2022 03:41:38,-3.87,84.93,-6.04,,
9857,10/28/2022 03:44:38,-3.81,85.23,-5.93,,
9858,10/28/2022 03:47:38,-3.84,84.47,-6.08,,
9859,10/28/2022 03:50:38,-3.89,84.51,-6.12,,
9860,10/28/2022 03:53:38,-3.90,85.38,-5.99,,
9861,10/28/2022 03:56:38,-3.91,85.56,-5.98,,
9862,10/28/2022 03:59:38,-3.86,86.01,-5.86,,
9863,10/28/2022 04:02:38,-3.86,86.71,-5.76,,
9864,10/28/2022 04:05:38,-3.85,86.50,-5.78,,
9865,10/28/2022 04:08:38,-3.82,86.21,-5.79,,
9866,10/28/2022 04:11:38,-3.82,85.74,-5.86,,
9867,10/28/2022 04:14:38,-3.82,86.32,-5.78,,
9868,10/28/2022 04:17:38,-3.76,85.89,-5.78,,
9869,10/28/2022 04:20:38,-3.75,85.53,-5.82,,
9870,10/28/2022 04:23:38,-3.70,86.15,-5.69,,
9871,10/28/2022 04:26:38,-3.69,86.05,-5.69,,
9872,10/28/2022 04:29:38,-3.72,87.14,-5.56,,
9873,10/28/2022 04:32:38,-3.82,86.47,-5.75,,
9874,10/28/2022 04:35:38,-3.93,86.48,-5.86,,
9875,10/28/2022 04:38:38,-4.00,88.00,-5.70,,
9876,10/28/2022 04:41:38,-4.12,87.95,-5.83,,
9877,10/28/2022 04:44:38,-4.23,86.98,-6.08,,
9878,10/28/2022 04:47:38,-4.30,87.76,-6.04,,
9879,10/28/2022 04:50:38,-4.48,87.60,-6.23,,
9880,10/28/2022 04:53:38,-4.60,87.57,-6.36,,
9881,10/28/2022 04:56:38,-4.73,88.09,-6.41,,
9882,10/28/2022 04:59:38,-4.82,88.77,-6.39,,
9883,10/28/2022 05:02:38,-4.87,86.74,-6.75,,
9884,10/28/2022 05:05:38,-4.94,85.13,-7.05,,
9885,10/28/2022 05:08:38,-5.11,83.64,-7.45,,
9886,10/28/2022 05:11:38,-5.17,84.27,-7.42,,
9887,10/28/2022 05:14:38,-5.23,83.57,-7.58,,
9888,10/28/2022 05:17:38,-5.28,82.85,-7.74,,
9889,10/28/2022 05:20:38,-5.29,84.85,-7.45,,
9890,10/28/2022 05:23:38,-5.23,82.93,-7.68,,
9891,10/28/2022 05:26:38,-5.09,83.74,-7.41,,
9892,10/28/2022 05:29:38,-4.94,85.47,-7.00,,
9893,10/28/2022 05:32:38,-4.84,84.14,-7.11,,
9894,10/28/2022 05:35:38,-4.80,84.62,-7.00,,
9895,10/28/2022 05:38:38,-4.80,84.29,-7.05,,
9896,10/28/2022 05:41:38,-4.81,83.41,-7.19,,
9897,10/28/2022 05:44:38,-4.76,84.59,-6.97,,
9898,10/28/2022 05:47:38,-4.75,83.22,-7.17,,
9899,10/28/2022 05:50:38,-4.74,83.63,-7.09,,
9900,10/28/2022 05:53:38,-4.72,84.98,-6.87,,
9901,10/28/2022 05:56:38,-4.73,83.19,-7.15,,
9902,10/28/2022 05:59:38,-4.72,80.07,-7.64,,
9903,10/28/2022 06:02:38,-4.93,81.03,-7.68,,
9904,10/28/2022 06:05:38,-5.13,78.28,-8.32,,
9905,10/28/2022 06:08:38,-5.29,80.49,-8.12,,
9906,10/28/2022 06:11:38,-5.48,79.67,-8.44,,
9907,10/28/2022 06:14:38,-5.69,80.22,-8.56,,
9908,10/28/2022 06:17:38,-5.82,80.51,-8.63,,
9909,10/28/2022 06:20:38,-5.93,81.32,-8.62,,
9910,10/28/2022 06:23:38,-5.97,83.19,-8.36,,
9911,10/28/2022 06:26:38,-6.01,82.16,-8.56,,
9912,10/28/2022 06:29:38,-6.04,82.42,-8.56,,
9913,10/28/2022 06:32:38,-6.03,82.12,-8.59,,
9914,10/28/2022 06:35:38,-5.98,84.04,-8.24,,
9915,10/28/2022 06:38:38,-5.96,84.05,-8.22,,
9916,10/28/2022 06:41:38,-5.90,83.65,-8.23,,
9917,10/28/2022 06:44:38,-5.86,83.50,-8.21,,
9918,10/28/2022 06:47:38,-5.77,84.20,-8.02,,
9919,10/28/2022 06:50:38,-5.74,83.28,-8.13,,
9920,10/28/2022 06:53:38,-5.65,83.38,-8.03,,
9921,10/28/2022 06:56:38,-5.59,83.86,-7.89,,
9922,10/28/2022 06:59:38,-5.57,83.55,-7.92,,
9923,10/28/2022 07:02:38,-5.50,83.10,-7.92,,
9924,10/28/2022 07:05:38,-5.42,84.00,-7.70,,
9925,10/28/2022 07:08:38,-5.34,83.98,-7.63,,
